(187, 4.942074776197999)
(219, 6.373399715504979)
(251, 6.694354838709677)
(283, 8.449720670391061)
(315, 9.783783783783784)
(347, 10.774193548387096)
(123, 4.426326129666012)
(411, 15.67605633802817)
(443, 17.0)
(475, 17.22222222222222)
(507, 19.8)
(604, 25.266666666666666)
(60, 10.043131288038753)
(476, 16.066666666666666)
(28, 3.275215525573124)
(124, 2.718388030888031)
(156, 2.754845837099528)
(188, 3.737955182072829)
(220, 5.669514563106796)
(252, 5.696136012364761)
(284, 7.201824401368301)
(316, 8.943243243243243)
(348, 9.954436450839328)
(380, 11.70890410958904)
(412, 13.91304347826087)
(444, 14.466666666666667)
(92, 8.1015625)
(508, 20.833333333333332)
(540, 26.0)
(572, 24.0)
(509, 20.133333333333333)
(573, 23.5)
(125, 3.9872084273890143)
(61, 10.52670537502971)
(93, 18.620238095238093)
(189, 5.390720390720391)
(29, 3.4596410499442007)
(253, 7.155188246097337)
(285, 9.164556962025317)
(317, 9.586538461538462)
(349, 11.36)
(381, 12.008064516129032)
(413, 15.19767441860465)
(445, 19.511111111111113)
(477, 18.0)
(221, 5.931301939058172)
(541, 15.333333333333334)
(157, 4.28897136797455)
(605, 19.142857142857142)
(637, 21.0)
(382, 11.118012422360248)
(30, 3.67593312300916)
(62, 10.45593196009474)
(94, 11.503134796238244)
(158, 2.9472834236936207)
(222, 4.683451890677649)
(254, 5.834005376344086)
(286, 7.9372549019607845)
(318, 8.28794992175274)
(350, 9.997619047619047)
(190, 4.593656002187585)
(414, 12.28804347826087)
(446, 13.73076923076923)
(478, 22.655172413793103)
(510, 20.033333333333335)
(542, 25.5)
(574, 24.833333333333332)
(606, 24.0)
(126, 2.11)
(31, 3.8518518518518516)
(63, 11.037055114907464)
(159, 4.5107323232323235)
(191, 5.1126264848218215)
(223, 6.379821958456973)
(255, 7.371980676328502)
(287, 8.557640750670242)
(319, 9.667832167832168)
(351, 11.942307692307692)
(383, 11.861842105263158)
(415, 13.513157894736842)
(447, 15.926829268292684)
(479, 15.052631578947368)
(511, 19.5)
(543, 27.5)
(575, 16.5)
(607, 25.666666666666668)
(95, 17.488732394366195)
(127, 4.165247018739352)
